epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,1419.32,0.81034,0.51912,0.89973,0.60005,0.65418,0.58003,0.32494,1.81941,1.65958,1.2304,0.000396262,0.000396262,0.000396262
148,1428.75,0.81658,0.52784,0.90046,0.59367,0.64701,0.57654,0.32076,1.83828,1.69735,1.2307,0.000389188,0.000389188,0.000389188
149,1438.15,0.80318,0.5166,0.89787,0.6116,0.60356,0.55062,0.31384,1.78703,1.7993,1.2229,0.000382115,0.000382115,0.000382115
150,1447.71,0.81328,0.5234,0.90084,0.61481,0.66852,0.58433,0.33862,1.78494,1.64699,1.20625,0.000375041,0.000375041,0.000375041
151,1457.14,0.80345,0.52329,0.89784,0.61579,0.6438,0.58636,0.33965,1.81123,1.58377,1.22182,0.000367967,0.000367967,0.000367967
152,1466.59,0.7944,0.50694,0.89511,0.61539,0.61729,0.57211,0.32919,1.80304,1.65045,1.21954,0.000360894,0.000360894,0.000360894
153,1476.04,0.79349,0.51097,0.89674,0.58304,0.62167,0.57175,0.33326,1.80021,1.74749,1.23183,0.00035382,0.00035382,0.00035382
154,1485.72,0.80334,0.51153,0.8989,0.62211,0.59133,0.57229,0.31675,1.82736,1.73645,1.25771,0.000346747,0.000346747,0.000346747
155,1495.26,0.79652,0.51159,0.89844,0.59989,0.63233,0.58375,0.333,1.8121,1.70819,1.23565,0.000339673,0.000339673,0.000339673
156,1504.75,0.80042,0.50927,0.89153,0.60315,0.64456,0.57557,0.32544,1.82576,1.73907,1.22911,0.0003326,0.0003326,0.0003326
157,1514.31,0.77823,0.49853,0.89159,0.62639,0.62058,0.57652,0.32744,1.82257,1.70613,1.23293,0.000325526,0.000325526,0.000325526
158,1523.86,0.78925,0.50152,0.89648,0.58504,0.66301,0.55984,0.31485,1.79416,1.76491,1.22169,0.000318453,0.000318453,0.000318453
159,1533.42,0.77236,0.49602,0.89048,0.631,0.60979,0.56535,0.31566,1.81792,1.767,1.22829,0.000311379,0.000311379,0.000311379
160,1542.97,0.78049,0.50204,0.89163,0.60197,0.62772,0.55508,0.31588,1.82773,1.79393,1.24206,0.000304306,0.000304306,0.000304306
161,1552.61,0.77816,0.49815,0.89222,0.639,0.63242,0.57495,0.32789,1.84331,1.72043,1.2506,0.000297232,0.000297232,0.000297232
162,1562.16,0.77194,0.49151,0.88851,0.61567,0.64523,0.5751,0.32468,1.83561,1.67603,1.23042,0.000290158,0.000290158,0.000290158
163,1571.58,0.76141,0.48776,0.88697,0.60433,0.66218,0.584,0.32818,1.83859,1.75237,1.23276,0.000283085,0.000283085,0.000283085
164,1581.09,0.7797,0.49135,0.88821,0.60331,0.63351,0.5454,0.30459,1.83251,1.76281,1.23973,0.000276011,0.000276011,0.000276011
165,1590.55,0.76281,0.4843,0.88407,0.60542,0.6603,0.56965,0.32141,1.82465,1.72593,1.23228,0.000268938,0.000268938,0.000268938
166,1600.04,0.77332,0.49424,0.8866,0.59379,0.65176,0.56075,0.31858,1.80788,1.78235,1.23034,0.000261864,0.000261864,0.000261864
167,1609.57,0.77034,0.48612,0.88536,0.60457,0.65478,0.57083,0.3188,1.81229,1.71585,1.22693,0.000254791,0.000254791,0.000254791
168,1619.21,0.75406,0.47821,0.883,0.61444,0.63385,0.57825,0.32804,1.83076,1.71876,1.23955,0.000247717,0.000247717,0.000247717
169,1628.74,0.76091,0.47885,0.88354,0.58886,0.63995,0.57622,0.32728,1.83719,1.77164,1.25132,0.000240644,0.000240644,0.000240644
170,1638.26,0.77847,0.48736,0.88812,0.60839,0.65692,0.57056,0.32038,1.81616,1.70975,1.23738,0.00023357,0.00023357,0.00023357
171,1647.77,0.75831,0.47527,0.88707,0.61067,0.62788,0.56043,0.31328,1.82831,1.77047,1.2373,0.000226497,0.000226497,0.000226497
172,1657.26,0.7426,0.46445,0.88346,0.61793,0.63545,0.57401,0.32502,1.81443,1.71224,1.2392,0.000219423,0.000219423,0.000219423
173,1666.77,0.74421,0.46416,0.88068,0.60522,0.64783,0.57566,0.32513,1.82688,1.74734,1.22791,0.000212349,0.000212349,0.000212349
174,1676.51,0.75169,0.47162,0.8842,0.58106,0.65113,0.55865,0.31533,1.83581,1.7629,1.24239,0.000205276,0.000205276,0.000205276
175,1685.97,0.75702,0.47604,0.88294,0.58572,0.66408,0.57318,0.32322,1.83251,1.75175,1.24235,0.000198202,0.000198202,0.000198202
176,1695.42,0.74539,0.46811,0.88329,0.60353,0.65305,0.56579,0.32266,1.83529,1.74367,1.24778,0.000191129,0.000191129,0.000191129
177,1704.89,0.74649,0.46979,0.87669,0.60621,0.62456,0.56083,0.31156,1.84285,1.78102,1.24407,0.000184055,0.000184055,0.000184055
